stature,weightkg,SizeShirt
171.0,84.0,XXL
154.0,54.0,M
166.0,60.0,XL
161.0,67.0,L
159.0,71.0,L
161.0,65.0,L
165.0,77.0,XL
164.0,66.0,L
169.0,70.0,XL
164.0,75.0,L
175.0,85.0,XXL
165.0,67.0,L
163.0,63.0,L
170.0,74.0,XL
168.0,56.0,XL
164.0,72.0,L
156.0,64.0,L
153.0,44.0,M
151.0,59.0,M
164.0,69.0,L
145.0,44.0,S
175.0,72.0,XXL
155.0,70.0,L
168.0,64.0,XL
158.0,65.0,L
158.0,62.0,L
164.0,73.0,L
175.0,85.0,XXL
160.0,75.0,L
161.0,79.0,XL
171.0,83.0,XXL
158.0,59.0,L
159.0,51.0,L
161.0,62.0,L
166.0,81.0,XXL
161.0,61.0,L
159.0,54.0,L
160.0,60.0,L
169.0,79.0,XL
151.0,61.0,L
153.0,60.0,M
163.0,88.0,XXL
167.0,84.0,XXL
161.0,79.0,XL
165.0,63.0,L
164.0,56.0,L
165.0,77.0,XL
161.0,73.0,L
167.0,85.0,XXL
152.0,64.0,L
151.0,50.0,M
165.0,72.0,L
165.0,83.0,XXL
157.0,46.0,L
157.0,80.0,XL
165.0,95.0,XXXL
171.0,58.0,XXL
151.0,70.0,L
170.0,101.0,XXXL
162.0,64.0,L
151.0,72.0,L
158.0,66.0,L
164.0,58.0,L
159.0,52.0,L
161.0,62.0,L
167.0,89.0,XXL
160.0,83.0,XXL
164.0,91.0,XXXL
160.0,67.0,L
162.0,53.0,L
158.0,71.0,L
157.0,52.0,L
160.0,72.0,L
165.0,58.0,L
163.0,73.0,L
163.0,62.0,L
161.0,69.0,L
158.0,62.0,L
166.0,66.0,XL
154.0,54.0,M
168.0,64.0,XL
167.0,62.0,XL
164.0,64.0,L
163.0,73.0,L
178.0,82.0,XXL
150.0,70.0,L
156.0,69.0,L
155.0,75.0,L
157.0,64.0,L
162.0,66.0,L
174.0,83.0,XXL
157.0,63.0,L
174.0,74.0,XXL
156.0,58.0,L
162.0,64.0,L
164.0,70.0,L
166.0,76.0,XL
166.0,68.0,XL
172.0,69.0,XXL
167.0,86.0,XXL
166.0,65.0,XL
154.0,80.0,XL
156.0,67.0,L
158.0,51.0,L
149.0,52.0,M
164.0,91.0,XXXL
165.0,91.0,XXXL
168.0,75.0,XL
156.0,71.0,L
165.0,73.0,L
167.0,76.0,XL
162.0,69.0,L
166.0,60.0,XL
163.0,59.0,L
166.0,74.0,XL
155.0,80.0,XL
167.0,93.0,XXXL
153.0,56.0,M
163.0,62.0,L
167.0,73.0,XL
178.0,80.0,XXL
155.0,62.0,L
167.0,77.0,XL
159.0,63.0,L
179.0,87.0,XXL
164.0,65.0,L
171.0,65.0,XXL
156.0,63.0,L
165.0,64.0,L
167.0,69.0,XL
159.0,83.0,XXL
169.0,96.0,XXXL
170.0,93.0,XXXL
156.0,48.0,L
155.0,53.0,M
164.0,62.0,L
162.0,51.0,L
156.0,65.0,L
150.0,58.0,M
161.0,65.0,L
166.0,67.0,XL
163.0,71.0,L
162.0,92.0,XXXL
159.0,61.0,L
164.0,71.0,L
159.0,64.0,L
163.0,79.0,XL
150.0,57.0,M
159.0,68.0,L
161.0,68.0,L
162.0,77.0,XL
168.0,76.0,XL
161.0,59.0,L
164.0,62.0,L
182.0,90.0,XXXL
161.0,50.0,L
171.0,68.0,XXL
154.0,56.0,M
167.0,62.0,XL
166.0,70.0,XL
161.0,68.0,L
160.0,57.0,L
156.0,84.0,XXL
166.0,61.0,XL
166.0,67.0,XL
162.0,69.0,L
156.0,46.0,L
168.0,67.0,XL
157.0,52.0,L
159.0,64.0,L
168.0,81.0,XXL
170.0,68.0,XL
174.0,58.0,XXL
159.0,53.0,L
162.0,70.0,L
165.0,80.0,XL
159.0,56.0,L
158.0,50.0,L
162.0,74.0,L
162.0,64.0,L
161.0,65.0,L
158.0,54.0,L
153.0,56.0,M
162.0,66.0,L
164.0,57.0,L
167.0,79.0,XL
159.0,67.0,L
163.0,69.0,L
173.0,77.0,XXL
161.0,62.0,L
156.0,62.0,L
163.0,69.0,L
158.0,62.0,L
155.0,58.0,M
168.0,69.0,XL
159.0,64.0,L
159.0,62.0,L
161.0,69.0,L
164.0,65.0,L
167.0,60.0,XL
171.0,74.0,XXL
164.0,74.0,L
161.0,63.0,L
159.0,62.0,L
144.0,46.0,S
155.0,63.0,L
149.0,57.0,M
161.0,70.0,L
169.0,69.0,XL
163.0,65.0,L
150.0,54.0,M
158.0,59.0,L
146.0,49.0,M
154.0,52.0,M
147.0,48.0,M
163.0,55.0,L
163.0,72.0,L
162.0,66.0,L
153.0,79.0,XL
155.0,57.0,M
175.0,78.0,XXL
161.0,67.0,L
163.0,53.0,L
168.0,77.0,XL
153.0,52.0,M
162.0,60.0,L
162.0,55.0,L
160.0,53.0,L
154.0,57.0,M
158.0,64.0,L
163.0,69.0,L
175.0,84.0,XXL
162.0,60.0,L
161.0,62.0,L
167.0,60.0,XL
156.0,51.0,L
163.0,50.0,L
154.0,53.0,M
153.0,56.0,M
161.0,73.0,L
159.0,57.0,L
165.0,80.0,XL
156.0,62.0,L
168.0,72.0,XL
167.0,71.0,XL
157.0,57.0,L
158.0,62.0,L
162.0,60.0,L
167.0,80.0,XL
159.0,56.0,L
171.0,52.0,XXL
155.0,57.0,M
158.0,58.0,L
154.0,61.0,L
154.0,58.0,M
162.0,87.0,XXL
179.0,77.0,XXL
171.0,75.0,XXL
160.0,67.0,L
171.0,88.0,XXL
164.0,66.0,L
149.0,58.0,M
167.0,66.0,XL
161.0,64.0,L
158.0,67.0,L
161.0,74.0,L
166.0,57.0,XL
165.0,73.0,L
159.0,63.0,L
154.0,43.0,M
163.0,74.0,L
170.0,66.0,XL
166.0,82.0,XXL
152.0,57.0,M
164.0,63.0,L
155.0,75.0,L
162.0,59.0,L
167.0,87.0,XXL
153.0,69.0,L
159.0,50.0,L
156.0,56.0,L
154.0,58.0,M
157.0,64.0,L
163.0,68.0,L
160.0,56.0,L
174.0,63.0,XXL
156.0,59.0,L
177.0,76.0,XXL
167.0,66.0,XL
156.0,65.0,L
160.0,71.0,L
158.0,55.0,L
156.0,59.0,L
168.0,66.0,XL
161.0,65.0,L
157.0,63.0,L
158.0,48.0,L
170.0,66.0,XL
162.0,60.0,L
164.0,54.0,L
171.0,116.0,XXXL
164.0,79.0,XL
156.0,45.0,L
162.0,49.0,L
147.0,35.0,M
166.0,70.0,XL
174.0,77.0,XXL
159.0,64.0,L
159.0,55.0,L
171.0,87.0,XXL
168.0,76.0,XL
162.0,76.0,XL
166.0,65.0,XL
157.0,55.0,L
168.0,75.0,XL
162.0,54.0,L
163.0,70.0,L
159.0,54.0,L
167.0,76.0,XL
167.0,78.0,XL
170.0,69.0,XL
164.0,65.0,L
161.0,79.0,XL
162.0,89.0,XXL
161.0,52.0,L
153.0,77.0,XL
166.0,65.0,XL
158.0,53.0,L
149.0,66.0,L
177.0,83.0,XXL
154.0,59.0,M
160.0,64.0,L
158.0,78.0,XL
160.0,75.0,L
156.0,64.0,L
164.0,61.0,L
160.0,84.0,XXL
159.0,68.0,L
169.0,69.0,XL
169.0,60.0,XL
156.0,63.0,L
159.0,95.0,XXXL
163.0,51.0,L
164.0,69.0,L
149.0,50.0,M
152.0,52.0,M
176.0,88.0,XXL
176.0,78.0,XXL
161.0,67.0,L
161.0,64.0,L
165.0,65.0,L
159.0,66.0,L
177.0,92.0,XXXL
156.0,61.0,L
166.0,61.0,XL
161.0,79.0,XL
167.0,68.0,XL
158.0,48.0,L
153.0,66.0,L
149.0,61.0,L
161.0,70.0,L
159.0,61.0,L
164.0,66.0,L
157.0,53.0,L
165.0,61.0,L
164.0,73.0,L
171.0,65.0,XXL
167.0,67.0,XL
156.0,83.0,XXL
166.0,86.0,XXL
174.0,105.0,XXXL
168.0,92.0,XXXL
149.0,61.0,L
159.0,77.0,XL
177.0,77.0,XXL
158.0,80.0,XL
181.0,95.0,XXXL
168.0,87.0,XXL
168.0,73.0,XL
170.0,87.0,XXL
170.0,82.0,XXL
167.0,83.0,XXL
164.0,59.0,L
167.0,72.0,XL
170.0,63.0,XL
160.0,62.0,L
163.0,82.0,XXL
162.0,62.0,L
161.0,56.0,L
160.0,67.0,L
164.0,62.0,L
169.0,64.0,XL
157.0,62.0,L
154.0,71.0,L
163.0,63.0,L
166.0,82.0,XXL
158.0,76.0,XL
164.0,69.0,L
173.0,91.0,XXXL
167.0,80.0,XL
159.0,68.0,L
171.0,76.0,XXL
157.0,60.0,L
161.0,82.0,XXL
164.0,84.0,XXL
169.0,79.0,XL
150.0,57.0,M
163.0,56.0,L
165.0,72.0,L
157.0,52.0,L
159.0,68.0,L
158.0,65.0,L
165.0,82.0,XXL
161.0,66.0,L
163.0,71.0,L
172.0,97.0,XXXL
153.0,45.0,M
161.0,50.0,L
165.0,57.0,L
147.0,56.0,M
170.0,72.0,XL
169.0,72.0,XL
161.0,56.0,L
173.0,82.0,XXL
169.0,82.0,XXL
164.0,99.0,XXXL
159.0,98.0,XXXL
161.0,81.0,XXL
154.0,72.0,L
163.0,73.0,L
176.0,69.0,XXL
168.0,76.0,XL
161.0,65.0,L
156.0,51.0,L
159.0,54.0,L
163.0,57.0,L
153.0,58.0,M
164.0,67.0,L
164.0,63.0,L
162.0,62.0,L
161.0,67.0,L
160.0,53.0,L
167.0,74.0,XL
164.0,64.0,L
162.0,67.0,L
157.0,62.0,L
161.0,53.0,L
159.0,59.0,L
161.0,64.0,L
159.0,53.0,L
159.0,88.0,XXL
168.0,64.0,XL
150.0,66.0,L
159.0,69.0,L
160.0,67.0,L
162.0,58.0,L
152.0,52.0,M
156.0,56.0,L
173.0,76.0,XXL
173.0,87.0,XXL
172.0,68.0,XXL
166.0,62.0,XL
170.0,56.0,XL
170.0,68.0,XL
177.0,66.0,XXL
162.0,71.0,L
166.0,78.0,XL
154.0,67.0,L
163.0,66.0,L
166.0,79.0,XL
156.0,60.0,L
166.0,73.0,XL
155.0,71.0,L
170.0,72.0,XL
154.0,61.0,L
174.0,81.0,XXL
162.0,79.0,XL
159.0,60.0,L
160.0,58.0,L
162.0,60.0,L
171.0,83.0,XXL
170.0,97.0,XXXL
156.0,55.0,L
166.0,55.0,XL
162.0,52.0,L
166.0,61.0,XL
169.0,89.0,XXL
169.0,89.0,XXL
174.0,70.0,XXL
170.0,73.0,XL
170.0,60.0,XL
156.0,78.0,XL
148.0,44.0,M
158.0,47.0,L
157.0,64.0,L
165.0,73.0,L
168.0,77.0,XL
159.0,62.0,L
158.0,64.0,L
168.0,69.0,XL
170.0,72.0,XL
173.0,69.0,XXL
163.0,62.0,L
172.0,88.0,XXL
148.0,71.0,L
156.0,68.0,L
156.0,62.0,L
161.0,61.0,L
160.0,55.0,L
165.0,112.0,XXXL
165.0,74.0,L
159.0,70.0,L
163.0,58.0,L
175.0,87.0,XXL
158.0,59.0,L
154.0,68.0,L
157.0,70.0,L
173.0,68.0,XXL
157.0,62.0,L
162.0,61.0,L
158.0,58.0,L
154.0,48.0,M
166.0,69.0,XL
171.0,79.0,XXL
151.0,60.0,M
157.0,64.0,L
156.0,71.0,L
152.0,47.0,M
158.0,73.0,L
161.0,54.0,L
161.0,56.0,L
154.0,58.0,M
176.0,81.0,XXL
162.0,51.0,L
164.0,52.0,L
167.0,75.0,XL
174.0,67.0,XXL
165.0,55.0,L
161.0,69.0,L
167.0,63.0,XL
163.0,64.0,L
162.0,70.0,L
164.0,79.0,XL
159.0,66.0,L
173.0,93.0,XXXL
156.0,66.0,L
162.0,51.0,L
168.0,68.0,XL
170.0,83.0,XXL
154.0,65.0,L
166.0,92.0,XXXL
169.0,66.0,XL
147.0,46.0,M
161.0,62.0,L
175.0,59.0,XXL
162.0,50.0,L
169.0,72.0,XL
154.0,58.0,M
175.0,66.0,XXL
173.0,84.0,XXL
158.0,60.0,L
160.0,60.0,L
153.0,68.0,L
159.0,54.0,L
152.0,45.0,M
168.0,83.0,XXL
157.0,64.0,L
158.0,58.0,L
158.0,56.0,L
156.0,70.0,L
165.0,77.0,XL
146.0,62.0,L
165.0,99.0,XXXL
159.0,62.0,L
160.0,71.0,L
155.0,52.0,M
156.0,55.0,L
152.0,62.0,L
161.0,61.0,L
167.0,52.0,XL
161.0,74.0,L
155.0,58.0,M
177.0,79.0,XXL
163.0,61.0,L
161.0,71.0,L
176.0,69.0,XXL
157.0,63.0,L
161.0,70.0,L
168.0,66.0,XL
161.0,53.0,L
157.0,61.0,L
164.0,75.0,L
159.0,54.0,L
160.0,69.0,L
162.0,77.0,XL
167.0,75.0,XL
162.0,70.0,L
161.0,50.0,L
172.0,71.0,XXL
156.0,64.0,L
177.0,107.0,XXXL
166.0,94.0,XXXL
158.0,76.0,XL
161.0,89.0,XXL
159.0,77.0,XL
157.0,49.0,L
167.0,66.0,XL
165.0,69.0,L
166.0,84.0,XXL
169.0,64.0,XL
165.0,78.0,XL
170.0,77.0,XL
165.0,73.0,L
157.0,69.0,L
164.0,70.0,L
163.0,93.0,XXXL
156.0,85.0,XXL
151.0,57.0,M
174.0,67.0,XXL
171.0,85.0,XXL
160.0,54.0,L
168.0,58.0,XL
155.0,71.0,L
154.0,58.0,M
171.0,69.0,XXL
164.0,68.0,L
152.0,58.0,M
159.0,84.0,XXL
165.0,90.0,XXL
170.0,104.0,XXXL
168.0,66.0,XL
163.0,76.0,XL
169.0,71.0,XL
154.0,59.0,M
158.0,66.0,L
154.0,67.0,L
160.0,79.0,XL
150.0,65.0,L
173.0,75.0,XXL
156.0,51.0,L
173.0,86.0,XXL
162.0,73.0,L
160.0,74.0,L
174.0,90.0,XXL
167.0,84.0,XXL
154.0,63.0,L
180.0,89.0,XXL
176.0,97.0,XXXL
160.0,66.0,L
156.0,59.0,L
159.0,65.0,L
158.0,78.0,XL
157.0,52.0,L
162.0,64.0,L
163.0,79.0,XL
158.0,74.0,L
169.0,64.0,XL
165.0,80.0,XL
161.0,71.0,L
174.0,92.0,XXXL
156.0,66.0,L
167.0,67.0,XL
172.0,57.0,XXL
170.0,68.0,XL
163.0,75.0,L
158.0,65.0,L
160.0,69.0,L
153.0,47.0,M
159.0,55.0,L
171.0,76.0,XXL
168.0,83.0,XXL
161.0,71.0,L
164.0,76.0,XL
161.0,63.0,L
164.0,61.0,L
