stature,weightkg,SizeShirt
189.0,82.0,XXL
173.0,78.0,M
170.0,78.0,M
174.0,71.0,M
172.0,83.0,L
183.0,77.0,L
171.0,73.0,M
168.0,77.0,M
168.0,72.0,M
169.0,75.0,M
178.0,89.0,L
181.0,134.0,XXXL
174.0,87.0,L
167.0,67.0,S
181.0,84.0,L
178.0,101.0,XXL
176.0,80.0,M
166.0,69.0,M
173.0,94.0,L
170.0,79.0,M
163.0,73.0,M
170.0,85.0,L
171.0,103.0,XXL
166.0,75.0,M
179.0,93.0,L
179.0,95.0,L
169.0,66.0,S
178.0,93.0,L
176.0,86.0,L
166.0,78.0,M
172.0,72.0,M
164.0,73.0,M
172.0,83.0,L
164.0,79.0,M
177.0,70.0,M
178.0,88.0,L
170.0,70.0,M
178.0,75.0,M
175.0,95.0,L
181.0,78.0,L
170.0,98.0,XL
170.0,71.0,M
172.0,64.0,S
176.0,78.0,M
165.0,73.0,M
180.0,100.0,XL
187.0,96.0,XL
181.0,80.0,L
174.0,79.0,M
168.0,68.0,S
165.0,65.0,S
176.0,84.0,L
174.0,58.0,S
173.0,73.0,M
175.0,67.0,S
156.0,62.0,S
170.0,73.0,M
171.0,84.0,L
187.0,79.0,XL
172.0,85.0,L
178.0,84.0,L
168.0,67.0,S
176.0,89.0,L
169.0,83.0,L
171.0,73.0,M
182.0,98.0,XL
